tên,giá,chipset,bộ nhớ,xung cơ bản,xung boost,màu,chiều dài,tdp,interface,image_url
AMD Radeon RX 5700 XT 50th Anniversary 8GB GDDR6 Gold / Black,14280000,Radeon RX 5700 XT,8.0,1680.0,1980.0,GOLD,272.0,235.0,PCIe x16,assets/images/gpu/gpu_amd_radeon_rx_5700_xt_50th_anniversary_8gb_gddr6_gold_black.png
AMD Radeon RX 6800 XT Black / Silver 16GB GDDR6,17256000,Radeon RX 6800 XT,16.0,1825.0,2250.0,BLACK,267.0,300.0,PCIe x16,assets/images/gpu/gpu_amd_radeon_rx_6800_xt_black_silver_16gb_gddr6.png
AMD Radeon RX 6900 XT 16GB GDDR6 Black / Silver,18479760,Radeon RX 6900 XT,16.0,1825.0,2250.0,BLACK,267.0,300.0,PCIe 4.0 x16,assets/images/gpu/gpu_amd_radeon_rx_6900_xt_16gb_gddr6_black_silver.png
AMD Radeon RX 7600 8GB GDDR6 Black,6599760,Radeon RX 7600,8.0,1720.0,2655.0,BLACK,204.0,165.0,PCIe x16,assets/images/gpu/gpu_amd_radeon_rx_7600_8gb_gddr6_black.png
AORUS GeForce RTX 3070 MASTER 8G (Rev. 1.0/1.1) GDDR6,16752000,GeForce RTX 3070,8.0,1500.0,1845.0,BLACK,290.0,220.0,PCIe 4.0 x16,assets/images/gpu/gpu_aorus_geforce_rtx_3070_master_8g_rev_1_0_1_1_gddr6.png
ASROCK AMD Radeon RX 7700 XT Challenger 12GB OC,9599280,Radeon RX 7700 XT,12.0,1603.0,2584.0,BLACK,267.0,245.0,PCIe 4.0 x16,assets/images/gpu/gpu_asrock_amd_radeon_rx_7700_xt_challenger_12gb_oc.png
ASRock AMD Radeon RX 6600 XT Challenger D 8GB OC GDDR6,15552000,Radeon RX 6600 XT,8.0,2000.0,2593.0,BLACK,269.0,160.0,PCIe 4.0 x8,assets/images/gpu/gpu_asrock_amd_radeon_rx_6600_xt_challenger_d_8gb_oc_gddr6.png
ASRock AMD Radeon RX 7600 Challenger 8GB OC GDDR6,6599760,Radeon RX 7600,8.0,1772.0,2695.0,BLACK,269.2,165.0,PCIe 4.0 x8,assets/images/gpu/gpu_asrock_amd_radeon_rx_7600_challenger_8gb_oc_gddr6.png
ASRock AMD Radeon RX 7700 XT Challenger 12GB OC GDDR6,9599280,Radeon RX 7700 XT,12.0,1603.0,2584.0,BLACK,267.0,245.0,PCIe 4.0 x16,assets/images/gpu/gpu_asrock_amd_radeon_rx_7700_xt_challenger_12gb_oc_gddr6.png
ASRock AMD Radeon RX 7800 XT Challenger 16GB OC GDDR6,14399760,Radeon RX 7800 XT,16.0,1397.0,2475.0,BLACK,267.0,263.0,PCIe 4.0 x16,assets/images/gpu/gpu_asrock_amd_radeon_rx_7800_xt_challenger_16gb_oc_gddr6.png
ASRock CLI Radeon RX 6500 XT 4GB GDDR6 Black,3839760,Radeon RX 6500 XT,4.0,2310.0,2815.0,BLACK,179.0,107.0,PCIe x16,assets/images/gpu/gpu_asrock_cli_radeon_rx_6500_xt_4gb_gddr6_black.png
ASRock Challenger D OC Radeon RX 5500 XT 4GB GDDR6 Black / Yellow,7176000,Radeon RX 5500 XT,4.0,1685.0,1845.0,BLACK,241.0,130.0,PCIe x16,assets/images/gpu/gpu_asrock_challenger_d_oc_radeon_rx_5500_xt_4gb_gddr6_black_yellow.png
ASRock Challenger D OC Radeon RX 5700 XT 8GB GDDR6 Black / Yellow,14280000,Radeon RX 5700 XT,8.0,1650.0,1905.0,BLACK,281.0,225.0,PCIe x16,assets/images/gpu/gpu_asrock_challenger_d_oc_radeon_rx_5700_xt_8gb_gddr6_black_yellow.png
ASRock Challenger D Radeon RX 6600 8 GB,5279760,Radeon RX 6600,8.0,1626.0,2491.0,BLACK,269.0,132.0,PCIe 4.0 x8,assets/images/gpu/gpu_asrock_challenger_d_radeon_rx_6600_8_gb.png
ASRock Challenger ITX Radeon RX 6600 8GB GDDR6 Black,5279760,Radeon RX 6600,8.0,1626.0,2491.0,BLACK,179.0,132.0,PCIe x16,assets/images/gpu/gpu_asrock_challenger_itx_radeon_rx_6600_8gb_gddr6_black.png
ASRock Challenger OC Arc B580 12GB GDDR6,6959760,Arc B580,12.0,2670.0,2740.0,BLACK,249.0,190.0,PCIe 4.0 x8,assets/images/gpu/gpu_asrock_challenger_oc_arc_b580_12gb_gddr6.png
ASRock Challenger OC Radeon RX 7900 GRE 16GB GDDR6 Black,16079760,Radeon RX 7900 GRE,16.0,1270.0,2293.0,BLACK,269.0,260.0,PCIe x16,assets/images/gpu/gpu_asrock_challenger_oc_radeon_rx_7900_gre_16gb_gddr6_black.png
ASRock Challenger Pro OC Radeon RX 5700 XT 8GB GDDR6 Black / Gray,14280000,Radeon RX 5700 XT,8.0,1580.0,1905.0,BLACK,291.0,225.0,PCIe x16,assets/images/gpu/gpu_asrock_challenger_pro_oc_radeon_rx_5700_xt_8gb_gddr6_black_gray.png
ASRock Creator Radeon RX 7900 XTX 24GB GDDR6 Black / Silver,21599760,Radeon RX 7900 XTX,24.0,2300.0,2500.0,BLACK,312.0,355.0,PCIe x16,assets/images/gpu/gpu_asrock_creator_radeon_rx_7900_xtx_24gb_gddr6_black_silver.png
ASRock Intel Arc A380 Challenger ITX 6GB GDDR6 OC,3359760,Arc A380,6.0,2250.0,2250.0,BLACK,190.0,75.0,PCIe 4.0 x8,assets/images/gpu/gpu_asrock_intel_arc_a380_challenger_itx_6gb_gddr6_oc.png
ASRock Intel Arc B580 Challenger 12GB OC GDDR6,6959760,Arc B580,12.0,2670.0,2740.0,BLACK,249.0,190.0,PCIe 4.0 x8,assets/images/gpu/gpu_asrock_intel_arc_b580_challenger_12gb_oc_gddr6.png
ASRock OC Formula Radeon RX 6900 XT 16GB GDDR6 Silver / Black,18479760,Radeon RX 6900 XT,16.0,2125.0,2475.0,GREY,332.0,300.0,PCIe x16,assets/images/gpu/gpu_asrock_oc_formula_radeon_rx_6900_xt_16gb_gddr6_silver_black.png
ASRock Phantom Gaming D OC Radeon RX 5700 XT 8GB GDDR6 Black / Red,14280000,Radeon RX 5700 XT,8.0,1690.0,1945.0,BLACK,287.0,225.0,PCIe x16,assets/images/gpu/gpu_asrock_phantom_gaming_d_oc_radeon_rx_5700_xt_8gb_gddr6_black_red.png
ASRock Phantom Gaming D OC Radeon RX 6500 XT 4GB GDDR6,3839760,Radeon RX 6500 XT,4.0,2365.0,2820.0,BLACK,240.0,107.0,PCIe 4.0 x4,assets/images/gpu/gpu_asrock_phantom_gaming_d_oc_radeon_rx_6500_xt_4gb_gddr6.png
ASRock Phantom Gaming D OC Radeon RX 6900 XT 16GB GDDR6 Black / Silver,18479760,Radeon RX 6900 XT,16.0,1925.0,2340.0,BLACK,330.0,300.0,PCIe x16,assets/images/gpu/gpu_asrock_phantom_gaming_d_oc_radeon_rx_6900_xt_16gb_gddr6_black_silver.png
ASRock Phantom Gaming D Radeon RX 570 4GB GDDR5 Black,7176000,Radeon RX 570,4.0,1168.0,1244.0,BLACK,236.0,150.0,PCIe x16,assets/images/gpu/gpu_asrock_phantom_gaming_d_radeon_rx_570_4gb_gddr5_black.png
ASRock Phantom Gaming OC Radeon RX 6800 XT 16GB GDDR6 Black / Red,17256000,Radeon RX 6800 XT,16.0,1875.0,2310.0,BLACK,330.0,300.0,PCIe x16,assets/images/gpu/gpu_asrock_phantom_gaming_oc_radeon_rx_6800_xt_16gb_gddr6_black_red.png
ASRock Phantom Gaming OC Radeon RX 7700 XT 12GB GDDR6 Black,9599280,Radeon RX 7700 XT,12.0,1700.0,2599.0,BLACK,328.0,245.0,PCIe x16,assets/images/gpu/gpu_asrock_phantom_gaming_oc_radeon_rx_7700_xt_12gb_gddr6_black.png
ASRock Phantom Gaming OC Radeon RX 7800 XT 16GB GDDR6 Black,14399760,Radeon RX 7800 XT,16.0,1295.0,2565.0,BLACK,328.0,263.0,PCIe x16,assets/images/gpu/gpu_asrock_phantom_gaming_oc_radeon_rx_7800_xt_16gb_gddr6_black.png
ASRock Phantom Gaming OC Radeon RX 7900 XTX 24GB GDDR6,21599760,Radeon RX 7900 XTX,24.0,2075.0,2615.0,BLACK,330.0,355.0,PCIe 4.0 x16,assets/images/gpu/gpu_asrock_phantom_gaming_oc_radeon_rx_7900_xtx_24gb_gddr6.png
ASRock Phantom Gaming Radeon RX 6500 XT 8GB GDDR6,5862240,Radeon RX 6500 XT,8.0,2420.0,2825.0,BLACK,240.0,107.0,PCIe x16,assets/images/gpu/gpu_asrock_phantom_gaming_radeon_rx_6500_xt_8gb_gddr6.png
ASRock Radeon RX 5700 XT Taichi X OC+ 8GB GDDR6 Black / Gold,14280000,Radeon RX 5700 XT,8.0,1810.0,2025.0,BLACK,324.0,225.0,PCIe x16,assets/images/gpu/gpu_asrock_radeon_rx_5700_xt_taichi_x_oc_8gb_gddr6_black_gold.png
ASRock Radeon RX 6800 XT Black / Silver 16GB GDDR6,17256000,Radeon RX 6800 XT,16.0,1825.0,2250.0,BLACK,267.0,300.0,PCIe x16,assets/images/gpu/gpu_asrock_radeon_rx_6800_xt_black_silver_16gb_gddr6.png
ASRock Radeon RX 6900 XT Black / Silver 16GB GDDR6,18479760,Radeon RX 6900 XT,16.0,1825.0,2250.0,BLACK,267.0,300.0,PCIe x16,assets/images/gpu/gpu_asrock_radeon_rx_6900_xt_black_silver_16gb_gddr6.png
ASRock Radeon RX 7600 Phantom Gaming OC 8GB GDDR6 Black,6599760,Radeon RX 7600,8.0,1720.0,2755.0,BLACK,305.0,165.0,PCIe x16,assets/images/gpu/gpu_asrock_radeon_rx_7600_phantom_gaming_oc_8gb_gddr6_black.png
ASRock Radeon RX 7600 XT Challenger OC 16GB GDDR6 Black,8639280,Radeon RX 7600 XT,16.0,1720.0,2799.0,BLACK,267.0,190.0,PCIe x16,assets/images/gpu/gpu_asrock_radeon_rx_7600_xt_challenger_oc_16gb_gddr6_black.png
ASRock Radeon RX 7800 XT Steel Legend OC 16GB GDDR6 White,14399760,Radeon RX 7800 XT,16.0,1295.0,2520.0,WHITE,304.0,263.0,PCIe x16,assets/images/gpu/gpu_asrock_radeon_rx_7800_xt_steel_legend_oc_16gb_gddr6_white.png
ASRock Radeon RX 7900 XTX 24GB GDDR6 Black,21599760,Radeon RX 7900 XTX,24.0,2300.0,2500.0,BLACK,287.0,355.0,PCIe x16,assets/images/gpu/gpu_asrock_radeon_rx_7900_xtx_24gb_gddr6_black.png
ASRock Silver Radeon RX 5700 XT 8GB GDDR6,14280000,Radeon RX 5700 XT,8.0,1605.0,1905.0,GREY,285.0,225.0,PCIe x16,assets/images/gpu/gpu_asrock_silver_radeon_rx_5700_xt_8gb_gddr6.png
ASRock Steel Legend OC Arc B580 12GB GDDR6,6959760,Arc B580,12.0,2670.0,2800.0,WHITE,298.0,190.0,PCIe 4.0 x8,assets/images/gpu/gpu_asrock_steel_legend_oc_arc_b580_12gb_gddr6.png
ASRock Steel Legend OC Radeon RX 7600 8GB GDDR6,6599760,Radeon RX 7600,8.0,1720.0,2725.0,WHITE,303.0,165.0,PCIe 4.0 x8,assets/images/gpu/gpu_asrock_steel_legend_oc_radeon_rx_7600_8gb_gddr6.png
ASRock Steel Legend OC Radeon RX 7700 XT 12GB GDDR6 White,9599280,Radeon RX 7700 XT,12.0,1700.0,2599.0,WHITE,304.0,245.0,PCIe x16,assets/images/gpu/gpu_asrock_steel_legend_oc_radeon_rx_7700_xt_12gb_gddr6_white.png
ASRock Steel Legend OC Radeon RX 7900 GRE 16GB GDDR6 White,16079760,Radeon RX 7900 GRE,16.0,1270.0,2333.0,WHITE,304.0,260.0,PCIe x16,assets/images/gpu/gpu_asrock_steel_legend_oc_radeon_rx_7900_gre_16gb_gddr6_white.png
ASRock Taichi OC Radeon RX 7900 XTX 24GB GDDR6 Black,21599760,Radeon RX 7900 XTX,24.0,2300.0,2680.0,BLACK,345.0,355.0,PCIe x16,assets/images/gpu/gpu_asrock_taichi_oc_radeon_rx_7900_xtx_24gb_gddr6_black.png
ASRock Taichi OC Radeon RX 7900 XTX 24GB GDDR6 White,21599760,Radeon RX 7900 XTX,24.0,2300.0,2680.0,WHITE,345.0,355.0,PCIe x16,assets/images/gpu/gpu_asrock_taichi_oc_radeon_rx_7900_xtx_24gb_gddr6_white.png
ASUS Dual GeForce RTX 4060 EVO OC Edition 8GB GDDR6,10799760,GeForce RTX 4060,8.0,1830.0,2505.0,BLACK,227.2,115.0,PCIe 4.0 x8,assets/images/gpu/gpu_asus_dual_geforce_rtx_4060_evo_oc_edition_8gb_gddr6.png
ASUS Dual GeForce RTX 4060 V2 OC Edition 8GB GDDR6,10799760,GeForce RTX 4060,8.0,1830.0,2505.0,BLACK,202.0,115.0,PCIe 4.0 x8,assets/images/gpu/gpu_asus_dual_geforce_rtx_4060_v2_oc_edition_8gb_gddr6.png
ASUS Dual GeForce RTX 4060 White OC Edition 8GB GDDR6,10799760,GeForce RTX 4060,8.0,1830.0,2505.0,WHITE,227.2,115.0,PCIe 4.0 x8,assets/images/gpu/gpu_asus_dual_geforce_rtx_4060_white_oc_edition_8gb_gddr6.png
ASUS Dual GeForce RTX 4070 SUPER EVO OC Edition 12GB GDDR6X,20302320,GeForce RTX 4070 SUPER,12.0,1980.0,2520.0,BLACK,227.2,220.0,PCIe 4.0 x16,assets/images/gpu/gpu_asus_dual_geforce_rtx_4070_super_evo_oc_edition_12gb_gddr6x.png
ASUS Dual GeForce RTX 4070 SUPER EVO White Edition 12GB GDDR6X,20302320,GeForce RTX 4070 SUPER,12.0,1980.0,2475.0,BLACK,227.2,220.0,PCIe 4.0 x16,assets/images/gpu/gpu_asus_dual_geforce_rtx_4070_super_evo_white_edition_12gb_gddr6x.png
ASUS Dual GeForce RTX 4070 SUPER EVO White OC Edition 12GB GDDR6X,20302320,GeForce RTX 4070 SUPER,12.0,1980.0,2520.0,WHITE,227.2,220.0,PCIe 4.0 x16,assets/images/gpu/gpu_asus_dual_geforce_rtx_4070_super_evo_white_oc_edition_12gb_gddr6x.png
ASUS Dual GeForce RTX 5050 8GB GDDR6,5999760,GeForce RTX 5050,8.0,2317.0,2572.0,BLACK,203.0,130.0,PCIe 5.0 x8,assets/images/gpu/gpu_asus_dual_geforce_rtx_5050_8gb_gddr6.png
ASUS Dual GeForce RTX 5050 8GB GDDR6 OC Edition,5999760,GeForce RTX 5050,8.0,2317.0,2647.0,BLACK,203.0,130.0,PCIe 5.0 x8,assets/images/gpu/gpu_asus_dual_geforce_rtx_5050_8gb_gddr6_oc_edition.png
ASUS Dual Radeon RX 7600 V2 OC Edition 8GB GDDR6,6599760,Radeon RX 7600,8.0,1772.0,2695.0,BLACK,205.0,165.0,PCIe 4.0 x8,assets/images/gpu/gpu_asus_dual_radeon_rx_7600_v2_oc_edition_8gb_gddr6.png
ASUS Dual Radeon RX 7700 XT OC Edition 12GB GDDR6,9599280,Radeon RX 7700 XT,12.0,1603.0,2584.0,BLACK,279.9,245.0,PCIe 4.0 x16,assets/images/gpu/gpu_asus_dual_radeon_rx_7700_xt_oc_edition_12gb_gddr6.png
ASUS GeForce GT 1030 2GB GDDR5,2557440,GeForce GT 1030,2.0,1228.0,1468.0,BLACK,145.0,30.0,PCIe 3.0 x4,assets/images/gpu/gpu_asus_geforce_gt_1030_2gb_gddr5.png
ASUS PRIME GeForce RTX 4070 SUPER 12GB GDDR6X OC Edition,20302320,GeForce RTX 4070 SUPER,12.0,1980.0,2520.0,BLACK,269.0,220.0,PCIe 4.0 x16,assets/images/gpu/gpu_asus_prime_geforce_rtx_4070_super_12gb_gddr6x_oc_edition.png
ASUS Prime GeForce RTX 5050 8GB GDDR6 OC Edition,5999760,GeForce RTX 5050,8.0,2317.0,2677.0,BLACK,268.3,130.0,PCIe 5.0 x8,assets/images/gpu/gpu_asus_prime_geforce_rtx_5050_8gb_gddr6_oc_edition.png
ASUS ROG Astral GeForce RTX 5090 32GB GDDR7,80639760,GeForce RTX 5090,32.0,2017.0,2437.0,BLACK,357.6,575.0,PCIe 5.0 x16,assets/images/gpu/gpu_asus_rog_astral_geforce_rtx_5090_32gb_gddr7.png
ASUS ROG Astral GeForce RTX 5090 32GB GDDR7 WHITE OC Edition,80639760,GeForce RTX 5090,32.0,2017.0,2580.0,WHITE,357.6,575.0,PCIe 5.0 x16,assets/images/gpu/gpu_asus_rog_astral_geforce_rtx_5090_32gb_gddr7_white_oc_edition.png
ASUS ROG STRIX GeForce GTX 1080 GAMING 8GB GDDR5X,11976000,GeForce GTX 1080,8.0,1607.0,1898.0,BLACK,298.0,180.0,PCIe 3.0 x16,assets/images/gpu/gpu_asus_rog_strix_geforce_gtx_1080_gaming_8gb_gddr5x.png
ASUS ROG Strix GeForce RTX 3070 OC 8GB GDDR6,16752000,GeForce RTX 3070,8.0,1500.0,1905.0,BLACK,319.0,220.0,PCIe 4.0 x16,assets/images/gpu/gpu_asus_rog_strix_geforce_rtx_3070_oc_8gb_gddr6.png
ASUS ROG Strix GeForce RTX 3070 Ti OC Edition 8GB GDDR6X,18360000,GeForce RTX 3070 Ti,8.0,1575.0,1845.0,BLACK,318.5,290.0,PCIe 4.0 x16,assets/images/gpu/gpu_asus_rog_strix_geforce_rtx_3070_ti_oc_edition_8gb_gddr6x.png
ASUS TUF Gaming GeForce GTX 1660 SUPER OC Edition 6GB GDDR6,8136000,GeForce GTX 1660 SUPER,6.0,1530.0,1815.0,BLACK,206.0,125.0,PCIe 3.0 x16,assets/images/gpu/gpu_asus_tuf_gaming_geforce_gtx_1660_super_oc_edition_6gb_gddr6.png
ASUS TUF Gaming GeForce RTX 3060 Ti OC Edition 8GB GDDR6,11738160,GeForce RTX 3060 Ti,8.0,1410.0,1755.0,BLACK,301.0,220.0,PCIe 4.0 x16,assets/images/gpu/gpu_asus_tuf_gaming_geforce_rtx_3060_ti_oc_edition_8gb_gddr6.png
ASUS TUF Gaming GeForce RTX 3060 Ti V2 OC Edition 8GB GDDR6 LHR,11738160,GeForce RTX 3060 Ti,8.0,1410.0,1755.0,BLACK,301.0,220.0,PCIe 4.0 x16,assets/images/gpu/gpu_asus_tuf_gaming_geforce_rtx_3060_ti_v2_oc_edition_8gb_gddr6_lhr.png
ASUS TUF Gaming GeForce RTX 3070 OC Edition 8GB GDDR6,16752000,GeForce RTX 3070,8.0,1500.0,1815.0,GREY,299.9,220.0,PCIe 4.0 x16,assets/images/gpu/gpu_asus_tuf_gaming_geforce_rtx_3070_oc_edition_8gb_gddr6.png
ASUS TUF Gaming GeForce RTX 3070 Ti OC Edition 8GB GDDR6X,18360000,GeForce RTX 3070 Ti,8.0,1575.0,1770.0,BLACK,299.9,290.0,PCIe 4.0 x16,assets/images/gpu/gpu_asus_tuf_gaming_geforce_rtx_3070_ti_oc_edition_8gb_gddr6x.png
ASUS TUF Gaming GeForce RTX 5090 32GB GDDR7,80639760,GeForce RTX 5090,32.0,2017.0,2407.0,BLACK,348.0,575.0,PCIe 5.0 x16,assets/images/gpu/gpu_asus_tuf_gaming_geforce_rtx_5090_32gb_gddr7.png
ASUS TUF Gaming GeForce RTX™ 5090 32GB GDDR7 OC Edition,80639760,GeForce RTX 5090,32.0,2017.0,2550.0,GREY,348.0,575.0,PCIe 5.0 x16,assets/images/gpu/gpu_asus_tuf_gaming_geforce_rtx_5090_32gb_gddr7_oc_edition.png
ASUS TUF Gaming GeForce® GTX 1660 Ti EVO OC Edition 6GB GDDR6,10200000,GeForce GTX 1660 Ti,6.0,1500.0,1815.0,BLACK,206.0,120.0,PCIe 3.0 x16,assets/images/gpu/gpu_asus_tuf_gaming_geforce_gtx_1660_ti_evo_oc_edition_6gb_gddr6.png
Acer Nitro Intel Arc B580 OC 12GB GDDR6,6959760,Arc B580,12.0,2670.0,2740.0,BLACK,268.0,190.0,PCIe 4.0 x8,assets/images/gpu/gpu_acer_nitro_intel_arc_b580_oc_12gb_gddr6.png
Acer Nitro OC Radeon RX 7600 XT 16GB GDDR6 Black,8639280,Radeon RX 7600 XT,16.0,1720.0,2810.0,BLACK,265.0,190.0,PCIe x16,assets/images/gpu/gpu_acer_nitro_oc_radeon_rx_7600_xt_16gb_gddr6_black.png
Acer Nitro OC Radeon RX 7700 XT 12GB GDDR6 Black,9599280,Radeon RX 7700 XT,12.0,1700.0,2590.0,BLACK,279.0,245.0,PCIe x16,assets/images/gpu/gpu_acer_nitro_oc_radeon_rx_7700_xt_12gb_gddr6_black.png
Acer Nitro OC Radeon RX 7800 XT 16GB GDDR6 Black,14399760,Radeon RX 7800 XT,16.0,1295.0,2565.0,BLACK,279.0,263.0,PCIe x16,assets/images/gpu/gpu_acer_nitro_oc_radeon_rx_7800_xt_16gb_gddr6_black.png
Acer Nitro OC Radeon RX 7900 GRE 16GB GDDR6 Black,16079760,Radeon RX 7900 GRE,16.0,1270.0,2300.0,BLACK,281.0,260.0,PCIe x16,assets/images/gpu/gpu_acer_nitro_oc_radeon_rx_7900_gre_16gb_gddr6_black.png
Acer Predator BiFrost OC Radeon RX 7600 8GB GDDR6 Black,6599760,Radeon RX 7600,8.0,1720.0,2725.0,BLACK,267.0,165.0,PCIe x16,assets/images/gpu/gpu_acer_predator_bifrost_oc_radeon_rx_7600_8gb_gddr6_black.png
Acer Predator BiFrost OC Radeon RX 7800 XT 16GB GDDR6 Black,14399760,Radeon RX 7800 XT,16.0,1295.0,2565.0,BLACK,282.0,263.0,PCIe x16,assets/images/gpu/gpu_acer_predator_bifrost_oc_radeon_rx_7800_xt_16gb_gddr6_black.png
Acer Radeon RX 7900 GRE Predator BiFrost OC 16GB GDDR6 Black,16079760,Radeon RX 7900 GRE,16.0,1270.0,2395.0,BLACK,284.0,301.0,PCIe x16,assets/images/gpu/gpu_acer_radeon_rx_7900_gre_predator_bifrost_oc_16gb_gddr6_black.png
Asus CERBERUS GeForce GTX 1050 Ti 4GB GDDR5 Black / Red,6335760,GeForce GTX 1050 Ti,4.0,1328.0,1442.0,BLACK,203.0,75.0,PCIe x16,assets/images/gpu/gpu_asus_cerberus_geforce_gtx_1050_ti_4gb_gddr5_black_red.png
Asus DUAL Advanced GeForce RTX 4060 Ti 16GB GDDR6 Black,18620880,GeForce RTX 4060 Ti,16.0,2310.0,2580.0,BLACK,227.0,165.0,PCIe x16,assets/images/gpu/gpu_asus_dual_advanced_geforce_rtx_4060_ti_16gb_gddr6_black.png
Asus DUAL EVO Advanced GeForce RTX 2070 SUPER 8GB GDDR6 Black,16536000,GeForce RTX 2070 SUPER,8.0,1635.0,1815.0,BLACK,267.0,215.0,PCIe x16,assets/images/gpu/gpu_asus_dual_evo_advanced_geforce_rtx_2070_super_8gb_gddr6_black.png
Asus DUAL EVO GeForce RTX 2070 8GB GDDR6 Black,16440000,GeForce RTX 2070,8.0,1410.0,1650.0,BLACK,267.0,185.0,PCIe x16,assets/images/gpu/gpu_asus_dual_evo_geforce_rtx_2070_8gb_gddr6_black.png
Asus DUAL EVO GeForce RTX 4060 8GB GDDR6 Black,10799760,GeForce RTX 4060,8.0,1830.0,2490.0,BLACK,227.0,115.0,PCIe x16,assets/images/gpu/gpu_asus_dual_evo_geforce_rtx_4060_8gb_gddr6_black.png
Asus DUAL EVO GeForce RTX 4060 Ti 16GB GDDR6 Black,18620880,GeForce RTX 4060 Ti,16.0,2310.0,2565.0,BLACK,227.0,165.0,PCIe x16,assets/images/gpu/gpu_asus_dual_evo_geforce_rtx_4060_ti_16gb_gddr6_black.png
Asus DUAL EVO OC Edition Radeon RX 7600 8GB GDDR6,6599760,Radeon RX 7600,8.0,18000.0,2695.0,BLACK,229.0,165.0,PCIe 4.0 x8,assets/images/gpu/gpu_asus_dual_evo_oc_edition_radeon_rx_7600_8gb_gddr6.png
Asus DUAL EVO OC GeForce GTX 1660 SUPER 6GB GDDR6 Black,8136000,GeForce GTX 1660 SUPER,6.0,1530.0,1860.0,BLACK,242.0,125.0,PCIe x16,assets/images/gpu/gpu_asus_dual_evo_oc_geforce_gtx_1660_super_6gb_gddr6_black.png
Asus DUAL EVO OC GeForce RTX 2060 SUPER 8GB GDDR6 Black,13800000,GeForce RTX 2060 SUPER,8.0,1500.0,1725.0,BLACK,267.0,175.0,PCIe x16,assets/images/gpu/gpu_asus_dual_evo_oc_geforce_rtx_2060_super_8gb_gddr6_black.png
Asus DUAL EVO OC GeForce RTX 2070 8GB GDDR6 Black,16440000,GeForce RTX 2070,8.0,1410.0,1740.0,BLACK,267.0,185.0,PCIe x16,assets/images/gpu/gpu_asus_dual_evo_oc_geforce_rtx_2070_8gb_gddr6_black.png
Asus DUAL EVO OC GeForce RTX 2070 SUPER 8GB GDDR6 Black,16536000,GeForce RTX 2070 SUPER,8.0,1635.0,1845.0,BLACK,267.0,215.0,PCIe x16,assets/images/gpu/gpu_asus_dual_evo_oc_geforce_rtx_2070_super_8gb_gddr6_black.png
Asus DUAL EVO OC GeForce RTX 2080 8GB GDDR6 Black,18600000,GeForce RTX 2080,8.0,1515.0,1830.0,BLACK,267.0,215.0,PCIe x16,assets/images/gpu/gpu_asus_dual_evo_oc_geforce_rtx_2080_8gb_gddr6_black.png
Asus DUAL EVO OC GeForce RTX 4060 Ti 16GB GDDR6 Black,18620880,GeForce RTX 4060 Ti,16.0,2310.0,2625.0,BLACK,227.0,165.0,PCIe x16,assets/images/gpu/gpu_asus_dual_evo_oc_geforce_rtx_4060_ti_16gb_gddr6_black.png
Asus DUAL EVO OC V2 GeForce RTX 2060 SUPER 8GB GDDR6 Black,13800000,GeForce RTX 2060 SUPER,8.0,1470.0,1725.0,BLACK,242.0,175.0,PCIe x16,assets/images/gpu/gpu_asus_dual_evo_oc_v2_geforce_rtx_2060_super_8gb_gddr6_black.png
Asus DUAL EVO OC V2 GeForce RTX 2070 8GB GDDR6 Black,16440000,GeForce RTX 2070,8.0,1410.0,1740.0,BLACK,242.0,185.0,PCIe x16,assets/images/gpu/gpu_asus_dual_evo_oc_v2_geforce_rtx_2070_8gb_gddr6_black.png
Asus DUAL GeForce RTX 2070 8GB GDDR6 Black / White,16440000,GeForce RTX 2070,8.0,1410.0,1650.0,BLACK,268.0,185.0,PCIe x16,assets/images/gpu/gpu_asus_dual_geforce_rtx_2070_8gb_gddr6_black_white.png
Asus DUAL GeForce RTX 3070 8GB GDDR6 Black,16752000,GeForce RTX 3070,8.0,1500.0,1755.0,BLACK,267.0,220.0,PCIe x16,assets/images/gpu/gpu_asus_dual_geforce_rtx_3070_8gb_gddr6_black.png
Asus DUAL GeForce RTX 4060 8GB GDDR6 Black,10799760,GeForce RTX 4060,8.0,1830.0,2490.0,BLACK,227.0,115.0,PCIe x16,assets/images/gpu/gpu_asus_dual_geforce_rtx_4060_8gb_gddr6_black.png
Asus DUAL GeForce RTX 4060 8GB GDDR6 White / Translucent Black,10799760,GeForce RTX 4060,8.0,1830.0,2490.0,WHITE,227.0,115.0,PCIe x16,assets/images/gpu/gpu_asus_dual_geforce_rtx_4060_8gb_gddr6_white_translucent_black.png
Asus DUAL GeForce RTX 4070 SUPER 12GB GDDR6X Black,20302320,GeForce RTX 4070 SUPER,12.0,1980.0,2505.0,BLACK,267.0,220.0,PCIe x16,assets/images/gpu/gpu_asus_dual_geforce_rtx_4070_super_12gb_gddr6x_black.png
Asus DUAL GeForce RTX 4070 SUPER 12GB GDDR6X White,20302320,GeForce RTX 4070 SUPER,12.0,1980.0,2505.0,WHITE,267.0,220.0,PCIe x16,assets/images/gpu/gpu_asus_dual_geforce_rtx_4070_super_12gb_gddr6x_white.png
Asus DUAL MINI OC GeForce GTX 1660 SUPER 6GB GDDR6 Black,8136000,GeForce GTX 1660 SUPER,6.0,1530.0,1860.0,BLACK,197.0,125.0,PCIe x16,assets/images/gpu/gpu_asus_dual_mini_oc_geforce_gtx_1660_super_6gb_gddr6_black.png
